Path	Sample Name	Tissue Category	Phenotype	Cell ID	Total Cells	Tissue Category Area (square microns)	Cell Density (per square mm)	Cell X Position	Cell Y Position	Process Region ID	Distance from Process Region Edge (microns)	Category Region ID	Distance from Tissue Category Edge (microns)	Nucleus Area (square microns)	Nucleus Area (percent)	Nucleus Compactness	Nucleus Minor Axis	Nucleus Major Axis	Nucleus Axis Ratio	Nucleus blue hematox Min (Optical Density, Peak Weighting)	Nucleus blue hematox Mean (Optical Density, Peak Weighting)	Nucleus blue hematox Max (Optical Density, Peak Weighting)	Nucleus blue hematox Std Dev (Optical Density, Peak Weighting)	Nucleus blue hematox Total (Optical Density, Peak Weighting)	Nucleus DAB Min (Optical Density, Peak Weighting)	Nucleus DAB Mean (Optical Density, Peak Weighting)	Nucleus DAB Max (Optical Density, Peak Weighting)	Nucleus DAB Std Dev (Optical Density, Peak Weighting)	Nucleus DAB Total (Optical Density, Peak Weighting)	Lab ID	Slide ID	Annotation ID	TMA Sector	TMA Row	TMA Column	TMA Field	Confidence	inForm 2.4.7467.26870
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	F	77				11340.9	41018.6	#N/A	#N/A	196	11.6	27.3	0.01%	0.41	4.40	10.05	2.28	0.000	0.017	0.038	0.011	1.892	0.031	0.126	0.212	0.043	13.720		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	97.84%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	78				11715.4	41018.1	#N/A	#N/A	25	5.0	30.8	0.03%	0.67	5.51	7.50	1.36	0.001	0.051	0.100	0.028	6.253	0.068	0.206	0.343	0.070	25.396		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	61.70%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	79				11179.9	41018.1	#N/A	#N/A	196	9.7	11.5	0.00%	0.86	3.51	4.01	1.14	0.047	0.122	0.239	0.047	5.601	0.011	0.166	0.320	0.084	7.634		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	68.72%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	80				10901.4	41020.1	#N/A	#N/A	196	17.7	30.8	0.01%	0.67	5.81	6.87	1.18	0.020	0.061	0.092	0.015	7.549	0.106	0.227	0.329	0.057	27.885		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	84.72%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	L	81				11386.9	41019.6	#N/A	#N/A	196	9.3	19.3	0.01%	0.79	5.01	5.01	1.00	0.035	0.090	0.142	0.027	6.952	0.213	0.417	0.608	0.099	32.114		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	70.25%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	F	82				10951.9	41019.6	#N/A	#N/A	196	10.3	14.3	0.01%	0.70	3.51	5.50	1.57	0.048	0.089	0.135	0.023	5.064	0.014	0.032	0.062	0.012	1.821		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	58.06%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	83				10919.4	41023.6	#N/A	#N/A	196	4.6	31.0	0.01%	0.71	6.00	7.00	1.17	0.028	0.083	0.128	0.021	10.292	0.106	0.246	0.383	0.072	30.456		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	48.47%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	O	84				10924.9	41024.1	#N/A	#N/A	#N/A	1.1	12.5	0.01%	0.75	3.50	5.00	1.43	0.007	0.141	0.355	0.098	7.032	0.031	0.140	0.411	0.090	7.016		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	66.92%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	N	Tar	85				11626.9	41023.6	#N/A	#N/A	127	8.1	13.8	0.08%	0.77	4.04	4.39	1.09	0.170	0.338	0.512	0.088	18.574	0.000	0.006	0.053	0.011	0.351		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	69.08%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	86				11639.9	41024.6	#N/A	#N/A	196	4.0	23.3	0.01%	0.73	5.01	6.01	1.20	0.009	0.050	0.089	0.021	4.625	0.046	0.115	0.175	0.029	10.693		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	72.65%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	87				11070.4	41027.6	#N/A	#N/A	26	6.0	47.8	0.04%	0.59	5.89	10.69	1.82	0.012	0.043	0.069	0.011	8.253	0.047	0.094	0.147	0.023	17.897		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	64.75%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	88				11374.9	41025.6	#N/A	#N/A	196	16.7	24.8	0.01%	0.74	5.51	6.00	1.09	0.024	0.077	0.127	0.023	7.575	0.054	0.124	0.199	0.032	12.283		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	62.27%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	N	NL	89				11701.9	41025.1	#N/A	#N/A	#N/A	2.8	32.0	0.18%	0.64	5.00	9.00	1.80	0.005	0.098	0.222	0.056	12.504	0.046	0.157	0.254	0.046	20.067		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	70.54%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	90				10952.9	41029.6	#N/A	#N/A	196	6.0	45.8	0.02%	0.68	7.51	8.02	1.07	0.042	0.164	0.336	0.054	30.072	0.077	0.527	0.787	0.168	96.525		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	44.15%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	L	91				11347.4	41029.1	#N/A	#N/A	196	23.1	23.5	0.01%	0.74	5.50	5.50	1.00	0.027	0.080	0.120	0.022	7.491	0.107	0.280	0.387	0.073	26.309		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	38.51%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	L	92				11650.9	41029.1	#N/A	#N/A	196	15.5	15.5	0.01%	0.87	4.02	4.51	1.12	0.056	0.118	0.171	0.023	7.337	0.061	0.219	0.360	0.074	13.583		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	50.25%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	93				10907.4	41030.6	#N/A	#N/A	196	14.0	23.3	0.01%	0.70	5.10	5.82	1.14	0.049	0.096	0.161	0.024	8.937	0.016	0.145	0.271	0.068	13.513		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	64.90%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	94				11274.9	41032.1	#N/A	#N/A	196	8.7	61.5	0.02%	0.71	8.50	9.00	1.06	0.013	0.063	0.148	0.022	15.570	0.161	0.360	0.579	0.091	88.682		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	99.36%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	Tar	95				11396.4	41030.1	#N/A	#N/A	196	12.2	11.8	0.00%	0.75	3.50	4.51	1.29	0.000	0.089	0.303	0.067	4.169	0.045	0.137	0.267	0.048	6.438		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	83.61%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	96				11616.4	41030.6	#N/A	#N/A	#N/A	1.8	21.0	0.02%	0.73	5.11	5.12	1.00	0.019	0.040	0.057	0.008	3.346	0.108	0.188	0.290	0.045	15.782		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	58.59%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	97				11401.4	41031.6	#N/A	#N/A	196	11.7	26.0	0.01%	0.71	5.43	6.54	1.21	0.015	0.094	0.194	0.036	9.750	0.116	0.251	0.416	0.074	26.088		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	56.64%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	N	NL	98				11707.9	41032.1	#N/A	#N/A	129	5.7	25.0	0.14%	0.59	4.39	7.93	1.81	0.026	0.108	0.200	0.049	10.813	0.043	0.114	0.180	0.035	11.370		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	51.46%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	99				11283.4	41033.6	#N/A	#N/A	196	11.2	41.5	0.02%	0.58	5.50	9.79	1.78	0.033	0.133	0.232	0.042	22.138	0.143	0.430	0.610	0.116	71.339		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	92.10%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	100				11608.9	41031.6	#N/A	#N/A	28	7.3	22.8	0.02%	0.71	4.52	7.00	1.55	0.000	0.045	0.081	0.021	4.124	0.089	0.180	0.279	0.054	16.388		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	52.75%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	101				11204.9	41032.6	#N/A	#N/A	27	6.7	29.3	0.02%	0.76	5.51	6.51	1.18	0.007	0.043	0.069	0.014	4.985	0.063	0.132	0.203	0.031	15.390		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	79.90%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	N	O	102				11584.4	41032.1	#N/A	#N/A	124	8.2	14.5	0.08%	0.71	4.50	4.51	1.00	0.021	0.125	0.223	0.046	7.244	0.002	0.027	0.051	0.010	1.544		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	99.43%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	103				10946.4	41032.6	#N/A	#N/A	196	4.1	17.0	0.01%	0.66	3.51	6.50	1.85	0.002	0.046	0.108	0.027	3.102	0.074	0.264	0.439	0.097	17.967		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	73.39%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	NL	104				11600.4	41033.1	#N/A	#N/A	#N/A	2.1	16.8	0.01%	0.82	4.01	5.02	1.25	0.007	0.033	0.065	0.014	2.222	0.078	0.163	0.239	0.044	10.896		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	62.46%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	105				11679.9	41033.1	#N/A	#N/A	196	9.9	24.8	0.01%	0.61	4.01	8.51	2.12	0.008	0.070	0.112	0.024	6.939	0.050	0.184	0.349	0.074	18.168		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	72.31%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	F	106				11671.4	41033.6	#N/A	#N/A	196	13.9	26.3	0.01%	0.60	3.83	9.26	2.42	0.007	0.045	0.085	0.020	4.676	0.053	0.108	0.169	0.027	11.315		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	70.13%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	107				10958.9	41035.6	#N/A	#N/A	#N/A	2.0	33.8	0.01%	0.65	5.96	7.78	1.30	0.021	0.112	0.204	0.040	15.127	0.151	0.508	0.724	0.148	68.518		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	84.17%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	108				10969.9	41036.1	#N/A	#N/A	196	8.8	56.0	0.02%	0.51	8.26	10.33	1.25	0.007	0.113	0.257	0.051	25.216	0.101	0.429	0.674	0.130	96.205		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	87.56%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	109				11258.4	41035.6	#N/A	#N/A	27	7.4	34.3	0.03%	0.75	6.00	7.00	1.17	0.035	0.078	0.117	0.017	10.745	0.112	0.216	0.315	0.049	29.542		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	89.70%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	110				10950.9	41036.6	#N/A	#N/A	#N/A	0.5	22.0	0.02%	0.55	5.77	7.06	1.22	0.000	0.027	0.069	0.016	2.348	0.083	0.163	0.272	0.045	14.378		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	78.16%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	111				11654.9	41035.6	#N/A	#N/A	196	11.4	16.3	0.01%	0.71	4.77	4.77	1.00	0.043	0.105	0.183	0.041	6.855	0.035	0.128	0.308	0.069	8.309		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	50.29%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	NL	112				11617.4	41036.1	#N/A	#N/A	#N/A	1.1	19.8	0.02%	0.73	4.01	6.00	1.50	0.000	0.033	0.088	0.024	2.635	0.033	0.110	0.209	0.051	8.661		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	56.59%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	113				11340.4	41036.6	#N/A	#N/A	196	21.1	17.8	0.01%	0.77	4.51	5.00	1.11	0.039	0.108	0.153	0.030	7.664	0.103	0.199	0.288	0.051	14.108		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	63.44%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	114				11658.9	41037.1	#N/A	#N/A	196	11.2	21.0	0.01%	0.81	4.02	6.00	1.49	0.018	0.085	0.117	0.022	7.100	0.102	0.275	0.427	0.077	23.060		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	45.31%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	115				10963.9	41039.6	#N/A	#N/A	#N/A	2.2	39.3	0.02%	0.63	6.88	7.58	1.10	0.023	0.107	0.207	0.034	16.834	0.122	0.422	0.665	0.111	66.179		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	90.13%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	F	116				10885.9	41038.6	#N/A	#N/A	196	12.4	43.0	0.02%	0.41	4.01	14.72	3.67	0.025	0.096	0.156	0.032	16.589	0.018	0.114	0.270	0.063	19.655		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	99.98%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	117				11365.4	41039.6	#N/A	#N/A	196	18.0	15.5	0.01%	0.72	4.39	4.75	1.08	0.046	0.112	0.161	0.031	6.936	0.054	0.185	0.303	0.072	11.452		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	70.75%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	118				10982.9	41040.1	#N/A	#N/A	196	14.5	19.5	0.01%	0.61	4.66	6.19	1.33	0.040	0.074	0.121	0.018	5.791	0.221	0.359	0.477	0.065	27.975		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	94.64%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	119				11185.4	41040.1	#N/A	#N/A	#N/A	1.0	29.5	0.02%	0.70	5.50	7.00	1.27	0.045	0.093	0.151	0.023	10.933	0.048	0.209	0.410	0.098	24.703		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	43.43%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	120				11767.4	41040.1	#N/A	#N/A	196	2.5	23.8	0.01%	0.78	5.50	5.50	1.00	0.030	0.073	0.126	0.018	6.958	0.070	0.142	0.207	0.037	13.453		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	47.00%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	O	121				11294.4	41040.6	#N/A	#N/A	#N/A	1.0	27.0	0.01%	0.77	5.52	6.01	1.09	0.053	0.095	0.136	0.021	10.314	0.025	0.038	0.056	0.007	4.081		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	44.20%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	NL	122				11205.4	41040.6	#N/A	#N/A	#N/A	1.0	22.8	0.02%	0.71	4.51	6.51	1.44	0.017	0.047	0.072	0.013	4.244	0.052	0.102	0.151	0.023	9.275		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	54.60%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	123				11086.4	41041.6	#N/A	#N/A	26	3.6	29.0	0.02%	0.69	4.52	8.00	1.77	0.004	0.063	0.115	0.028	7.366	0.073	0.182	0.336	0.060	21.105		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	57.55%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	124				10948.4	41042.6	#N/A	#N/A	#N/A	1.8	15.8	0.01%	0.68	4.39	4.39	1.00	0.000	0.028	0.050	0.011	1.750	0.096	0.206	0.308	0.053	12.997		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	45.86%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	125				10978.9	41046.1	#N/A	#N/A	196	7.5	89.5	0.04%	0.65	10.00	12.00	1.20	0.024	0.137	0.244	0.043	48.924	0.122	0.522	0.819	0.141	187.035		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	99.95%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	N	O	126				11217.9	41042.6	#N/A	#N/A	130	8.6	28.0	0.16%	0.73	5.51	7.01	1.27	0.050	0.176	0.270	0.051	19.748	0.005	0.029	0.063	0.013	3.194		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	85.62%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	F	127				10937.9	41043.6	#N/A	#N/A	196	8.5	27.8	0.01%	0.52	4.09	8.78	2.15	0.024	0.097	0.180	0.037	10.776	0.046	0.107	0.174	0.033	11.831		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	70.08%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	128				11282.9	41043.1	#N/A	#N/A	196	4.0	33.0	0.01%	0.72	5.52	7.52	1.36	0.053	0.108	0.187	0.031	14.242	0.041	0.107	0.190	0.032	14.101		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	48.28%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	129				11179.9	41046.1	#N/A	#N/A	30	7.8	62.5	0.05%	0.50	7.94	11.80	1.49	0.000	0.055	0.149	0.030	13.769	0.061	0.160	0.285	0.042	39.919		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	85.48%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	N	O	130				11781.9	41043.6	#N/A	#N/A	#N/A	0.5	18.0	0.10%	0.78	4.51	5.01	1.11	0.002	0.059	0.146	0.033	4.220	0.054	0.086	0.134	0.018	6.215		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	46.48%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	O	131				11269.9	41045.1	#N/A	#N/A	#N/A	1.5	35.0	0.03%	0.65	5.93	7.99	1.35	0.020	0.091	0.154	0.021	12.674	0.029	0.056	0.119	0.017	7.905		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	52.26%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	132				11599.9	41044.6	#N/A	#N/A	196	7.4	18.0	0.01%	0.70	4.39	5.46	1.24	0.035	0.112	0.195	0.044	8.044	0.109	0.289	0.489	0.098	20.838		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	73.68%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	133				10957.9	41047.6	#N/A	#N/A	#N/A	2.8	64.8	0.05%	0.63	8.67	9.79	1.13	0.006	0.102	0.200	0.035	26.525	0.152	0.449	0.668	0.108	116.229		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	99.79%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	134				10999.9	41045.6	#N/A	#N/A	196	12.4	26.8	0.01%	0.69	5.11	6.86	1.34	0.026	0.054	0.077	0.010	5.815	0.121	0.231	0.345	0.059	24.723		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	74.29%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	135				10951.9	41046.1	#N/A	#N/A	#N/A	0.5	28.3	0.01%	0.67	5.50	7.00	1.27	0.019	0.129	0.292	0.055	14.582	0.182	0.481	0.721	0.130	54.364		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	82.32%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	136				11304.4	41046.1	#N/A	#N/A	31	4.5	31.8	0.03%	0.75	5.52	7.02	1.27	0.037	0.078	0.120	0.017	9.957	0.122	0.234	0.324	0.048	29.709		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	87.72%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	137				10875.4	41049.6	#N/A	#N/A	196	#N/A	21.8	0.01%	0.72	5.50	5.50	1.00	0.012	0.048	0.079	0.015	4.212	0.103	0.230	0.310	0.058	20.031		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	63.25%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	138				11298.4	41051.6	#N/A	#N/A	31	5.2	39.8	0.03%	0.50	7.43	8.38	1.13	0.014	0.061	0.091	0.016	9.690	0.046	0.098	0.143	0.021	15.660		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	74.22%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	139				10975.9	41052.1	#N/A	#N/A	#N/A	3.0	38.0	0.02%	0.57	5.94	8.82	1.49	0.007	0.102	0.153	0.028	15.482	0.128	0.459	0.696	0.097	69.830		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	97.04%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	140				10965.4	41055.6	#N/A	#N/A	#N/A	1.0	73.0	0.06%	0.52	7.57	13.58	1.79	0.009	0.062	0.142	0.024	18.238	0.093	0.301	0.440	0.067	87.806		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	99.56%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	NL	141				11312.4	41053.1	#N/A	#N/A	#N/A	0.5	23.3	0.02%	0.58	5.81	5.99	1.03	0.045	0.082	0.111	0.016	7.623	0.020	0.063	0.135	0.032	5.817		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	43.07%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	F	142				11553.9	41052.6	#N/A	#N/A	196	10.0	19.3	0.01%	0.67	4.00	6.50	1.62	0.034	0.104	0.177	0.038	8.037	0.039	0.111	0.202	0.038	8.558		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	58.47%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	143				10979.9	41057.6	#N/A	#N/A	196	7.2	99.0	0.04%	0.54	9.24	14.06	1.52	0.020	0.133	0.273	0.041	52.843	0.084	0.481	0.794	0.167	190.421		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	99.85%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	144				11318.4	41057.6	#N/A	#N/A	196	7.4	25.5	0.01%	0.63	4.51	7.51	1.66	0.025	0.081	0.102	0.013	8.229	0.017	0.058	0.104	0.019	5.866		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	51.08%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	145				11548.9	41056.1	#N/A	#N/A	196	12.4	17.8	0.01%	0.73	4.00	6.00	1.50	0.023	0.096	0.186	0.042	6.792	0.048	0.213	0.456	0.102	15.089		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	84.01%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	146				11128.9	41058.1	#N/A	#N/A	32	3.2	38.3	0.03%	0.61	5.46	9.34	1.71	0.009	0.054	0.094	0.019	8.186	0.072	0.159	0.298	0.047	24.344		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	69.77%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	F	147				11190.9	41056.6	#N/A	#N/A	196	7.4	25.0	0.01%	0.59	3.77	8.87	2.35	0.020	0.073	0.123	0.024	7.314	0.025	0.110	0.194	0.034	11.039		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	92.93%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	148				11077.4	41059.1	#N/A	#N/A	#N/A	3.5	22.5	0.01%	0.71	4.51	6.52	1.45	0.037	0.091	0.147	0.024	8.221	0.033	0.092	0.169	0.032	8.264		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	49.54%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	149				11367.9	41060.1	#N/A	#N/A	#N/A	0.5	27.5	0.01%	0.58	5.10	7.95	1.56	0.018	0.088	0.384	0.069	9.712	0.051	0.189	0.508	0.081	20.841		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	76.54%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	O	150				11305.4	41060.6	#N/A	#N/A	196	3.5	29.5	0.01%	0.77	5.52	6.52	1.18	0.041	0.092	0.135	0.019	10.859	0.018	0.031	0.050	0.007	3.711		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	53.90%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	F	151				11179.4	41062.6	#N/A	#N/A	196	5.1	19.8	0.01%	0.56	3.68	7.57	2.06	0.031	0.108	0.226	0.046	8.547	0.035	0.067	0.094	0.014	5.277		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	79.57%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	152				11052.4	41062.6	#N/A	#N/A	#N/A	1.4	26.0	0.01%	0.82	5.00	6.00	1.20	0.010	0.045	0.119	0.020	4.684	0.104	0.203	0.333	0.054	21.127		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	47.20%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	153				11173.4	41063.1	#N/A	#N/A	#N/A	1.8	23.8	0.01%	0.75	5.01	6.00	1.20	0.020	0.082	0.128	0.025	7.804	0.168	0.302	0.507	0.081	28.672		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	80.70%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	154				11560.9	41063.1	#N/A	#N/A	196	19.6	25.3	0.01%	0.76	5.51	6.02	1.09	0.009	0.030	0.048	0.009	2.985	0.067	0.144	0.238	0.039	14.584		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	53.74%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	155				11317.9	41063.6	#N/A	#N/A	196	4.5	23.0	0.01%	0.76	5.01	5.99	1.20	0.036	0.092	0.141	0.021	8.467	0.021	0.065	0.116	0.023	6.024		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	60.37%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	F	156				11084.9	41063.6	#N/A	#N/A	196	10.3	31.8	0.01%	0.53	4.50	10.51	2.33	0.005	0.059	0.104	0.023	7.502	0.027	0.106	0.159	0.029	13.474		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	88.46%	
